Time,Height (m),Voltage (V)
1736238112.3858967,0.024893948913367017,0.0
1736238113.430216,0.02478282254059837,0.0
1736238114.4326565,0.024675715755236385,0.0
1736238115.4400325,0.024567644958859287,0.0
1736238116.4440553,0.024459492693771734,0.0
1736238117.4480612,0.02435089604694113,0.0
1736238118.4577441,0.024241229418054133,0.0
1736238119.4584534,0.024132080333315355,0.0
1736238120.4837568,0.024019770298231775,0.0
1736238121.485353,0.023909583258013182,0.0
1736238122.4939537,0.02379902279122671,0.0
1736238123.4944654,0.02368800073863765,0.0
1736238124.4991937,0.023576020781702248,0.0
1736238125.5119748,0.023462639369946227,0.0
1736238126.5786827,0.023342665713532777,0.0
1736238127.5793495,0.023229594709200715,0.0
1736238128.5801227,0.023115995729086763,0.0
1736238129.5829659,0.02300163666556299,0.0
1736238130.5907032,0.022886182168187275,0.0
1736238131.5915706,0.02277097372788183,0.0
1736238132.5933962,0.02265510691671028,0.0
1736238133.619474,0.022535858069855044,0.0
1736238134.6362443,0.022417105954653994,0.0
1736238135.6480196,0.022298350143766212,0.0
1736238136.648726,0.022180308403979863,0.0
1736240681.092511,0.024893909012207515,0.0
1736240682.0936763,0.02478743871646797,0.0
1736240683.0951812,0.024680564088549215,0.0
1736240684.0955746,0.024573263571009255,0.0
1736240685.0962596,0.024465494593529386,0.0
1736240686.0970867,0.02435733019310139,0.0
1736240855.3496778,0.024893890226234755,0.0
1736240856.3802469,0.02478422981394072,0.0
1736240857.389466,0.02467640297836438,0.0
1736240858.3923447,0.024568818431582318,0.0
1736240859.4076416,0.024459454066003947,0.0
1736240860.4127405,0.024350738798993958,0.0
1736240861.413882,0.024242001180616035,0.0
1736240902.084917,0.024893873896099383,0.0
1736240903.0870814,0.024787412128262055,0.0
1736240904.087736,0.024680515011424424,0.0
1736240905.089064,0.024573113846096607,0.0
1736240906.0896618,0.02446535364727076,0.0
1736240907.0901797,0.024357159264093584,0.0
1736240908.1120343,0.024246194419990246,0.0
1736240909.1127853,0.02413706165471576,0.0
1736240910.1637533,0.02402195625741845,0.0
1736240911.1741655,0.02391080669905575,0.0
1736240912.1755242,0.02380017647401932,0.0
1736240913.1763937,0.023689119660622822,0.0
1736240914.1772687,0.02357757505375718,0.0
1736240915.1783516,0.02346551312353608,0.0
1736240916.1791239,0.023352985023041672,0.0
1736240917.1843007,0.02323945028718211,0.0
1736240918.185957,0.023125796045541106,0.0
1736240919.1870377,0.023011683806165566,0.0
1736240983.5650573,0.024893950002039946,0.0
1736240984.5729804,0.024786704404213357,0.0
1736240985.5886579,0.024678196236157034,0.0
1736240986.6076932,0.024568936887877025,0.0
1736240987.6123562,0.02446072083299655,0.0
1736240988.6133006,0.024352461094731544,0.0
1736240989.6281629,0.02424223732257493,0.0
1736240990.635893,0.024132384110702915,0.0
1736240991.659119,0.024020303466643744,0.0
1736240992.65961,0.023910240543225793,0.0
1736240993.6632562,0.023799354599382032,0.0
1736240994.6677082,0.023687895793999568,0.0
1736240995.6683352,0.02357637348913459,0.0
1736240996.7070448,0.023460084238051283,0.0
1736240997.7339044,0.02334459099810933,0.0
1736240998.7481928,0.023229986105268368,0.0
1736240999.753163,0.023115911401317222,0.0
1736241000.7539237,0.023001789989103974,0.0
1736241001.7590785,0.022886632790688637,0.0
1736241002.7660418,0.022770723121893675,0.0
1736241003.7750905,0.022654017680555964,0.0
1736245683.060621,0.02489395757211325,0.0
1736245684.0628948,0.024787314315921107,0.0
1736245685.0638638,0.024680383143280277,0.0
1736245686.0812986,0.024571268056618727,0.0
1736245687.0953765,0.024463449665734542,0.0
1736245688.0973244,0.02435509244793969,0.0
1736245689.098166,0.024246405619334315,0.0
1736245690.098847,0.02413728140210393,0.0
1736245691.1008987,0.024027671372712993,0.0
1736245692.1058068,0.023917508510947292,0.0
1736245693.106177,0.02380701669594741,0.0
1736245694.108526,0.023695825268151637,0.0
