Time,Height (m),Voltage (V)
1739979419.5669212,0.025,0.0
1739979420.5692275,0.024928673372275403,0.0
1739979421.5704663,0.024857550244063706,0.0
1739979583.4357266,0.025,0.0
1739979584.4391909,0.024928673372275403,0.0
1739979585.4398518,0.024857550244063706,0.0
1739979586.4411445,0.02478663003476755,0.0
1739979587.4626434,0.024715912165446063,0.0
1739979588.4655905,0.024645396058810116,0.0
1739979589.467357,0.024575081139217633,0.0
1739979590.5323205,0.02450496683266888,0.0
1739979591.566779,0.024435052566801785,0.0
1739979592.5686924,0.02436533777088725,0.0
1739979593.569883,0.024295821875824523,0.0
1739979594.5816352,0.024226504314136522,0.0
1739979595.5828393,0.02415738451996521,0.0
1739979596.60132,0.024088461929066985,0.0
