Time,Height (m),Voltage (V)
1739973026.556976,0.025213115877097264,0.06
1739973027.5606704,0.02522024948600367,0.06
1739973028.5678148,0.025227362742259403,0.06
1739973029.5768373,0.025234455703931902,0.06
1739973030.5919454,0.02524152842892293,0.06
1739973031.5951831,0.025248580974969067,0.06
1739973032.6040142,0.025255613399642145,0.06
1739973033.6153839,0.02526262576034976,0.06
1739973034.6203895,0.025269618114335705,0.06
1739973035.623526,0.025276590518680465,0.06
1739973036.6259613,0.025283543030301663,0.06
1739973037.628709,0.025290475705954538,0.06
1739973038.6347027,0.025297388602232393,0.06
1739973039.6414979,0.025304281775567077,0.06
1739973040.6502242,0.025311155282229426,0.06
1739973041.6528018,0.025318009178329742,0.06
1739973042.6686544,0.025324843519818233,0.06
1739973043.6702409,0.025331658362485483,0.06
1739973044.7015436,0.025338453761962892,0.06
1739973045.7091022,0.025345229773723155,5.0
1739973046.71034,0.025351986453080688,5.0
1739973047.7221682,0.02535872385519209,5.0
1739973048.7236767,0.025365442035056605,5.0
1739973049.7269928,0.02537214104751655,5.0
1739973050.8289108,0.02537882094725778,5.0
1739973051.8334908,0.025385481788810126,5.0
1739973052.835407,0.025392123626547847,5.0
1739973111.9501853,0.025,1.5285200000000165
1739973112.9627805,0.02498972691140079,1.5640800000000032
1739973113.9664886,0.02497210526741134,1.599398465746579
1739973114.9819648,0.02495008099132013,1.6355154561145593
1739973115.9885602,0.02492675323690132,1.6712261034059754
1739973116.9904077,0.024905057322563224,1.7069991828016384
1739973117.9959009,0.024887940422097292,1.7432714270493592
1739973119.0020862,0.02487839340166535,1.7788969936412395
1739973120.0029883,0.024878984664560413,1.8143050108525327
1739973121.0055556,0.024892218272937288,1.8494082883011203
1739973122.0139031,0.024920371251339772,1.88468078628456
1739973123.0187109,0.024965703041374375,1.918915825681146
1739973124.0569558,0.02502971210784735,1.9542367808957422
1739973125.1939566,0.02511465297444179,1.9916580827802246
1739973126.208138,0.025223209772015837,2.024518484013376
1739973561.5090096,0.025,1.4902300000000466
1739973681.07198,0.025,1.7499999999999998
