Time,Height (m),Voltage (V)
1739967266.1223874,0.3222465515136719,1.577730000000015
1739967267.21979,0.0,0.0
1739967268.228874,0.40719863772392273,2.1017922726440217
1739967269.259201,0.0,0.0
1739967270.2623882,0.37577953934669495,1.8599999999999999
1739967271.266725,0.0,0.0
1739967272.2696953,0.37577953934669495,1.8599999999999999
1739967273.2828348,0.0,0.0
1739967274.3437786,0.3763275444507599,1.863780000000006
1739967275.3730977,0.0,0.0
1739967276.479826,0.376735121011734,1.8665999999999803
1739967277.5416033,0.0,0.0
1739967278.5825443,0.3760494589805603,1.8618599999999967
1739967279.6497386,0.0,0.0
1739967280.6767764,0.3759188950061798,1.860959999999977
1739967281.7758522,0.0,0.0
1739967282.7785425,0.37577953934669495,1.8599999999999999
1739967283.782196,0.0,0.0
1739967284.7834804,0.37577953934669495,1.8599999999999999
1739967285.7846992,0.0,0.0
1739967286.7858508,0.37577953934669495,1.8599999999999999
1739967287.8128257,0.0,0.0
1739967288.815135,0.37577953934669495,1.8599999999999999
1739967289.833308,0.0,0.0
1739967290.8788788,0.3761885464191437,1.8628200000000286
1739967291.8806202,0.0,0.0
1739967292.8848388,0.3759188950061798,1.860959999999977
1739967293.894277,0.0,0.0
1739967294.921108,0.3760494589805603,1.8618599999999967
1739967295.9216409,0.0,0.0
1739967296.9332452,0.3759188950061798,1.8609600000000317
1739967297.9430408,0.0,0.0
1739967298.9591806,0.3759101927280426,1.860899999999965
1739967299.9709299,0.0,0.0
1739967300.9720356,0.37577953934669495,1.8599999999999999
1739967301.9740639,0.0,0.0
1739967302.9754949,0.37577953934669495,1.8599999999999999
1739967303.9767668,0.0,0.0
1739967304.9854128,0.37577953934669495,1.8599999999999999
1739967305.9956157,0.0,0.0
1739967306.9971597,0.37577953934669495,1.8599999999999999
1739967307.9982314,0.0,0.0
1739967308.9997718,0.37577953934669495,1.8599999999999999
1739967310.0010428,0.0,0.0
1739967311.0633166,0.3763275444507599,1.863780000000006
1739967312.0683296,0.0,0.0
1739967313.0748613,0.3759101927280426,1.860899999999965
1739967314.0766528,0.0,0.0
1739967545.9497426,0.6111395955085754,5.974044999999996
1739967547.0242157,0.0,0.0
1739967548.0652044,0.6152523756027222,6.1918365160415245
1739967549.093732,0.0,0.0
1739967550.1179893,0.5909677743911743,5.681231316795143
1739967551.1274958,0.0,0.0
1739967552.1407409,0.5697714686393738,5.211223542403946
1739967553.253537,0.0,0.0
1739967554.290156,0.5485514402389526,4.708706983682662
1739967555.2914865,0.0,0.0
1739967556.2938013,0.5315409898757935,4.28015554344371
1739967557.3020682,0.0,0.0
1739967558.3046165,0.5157092213630676,3.869574553567948
1739967559.3194351,0.0,0.0
1739967560.3219805,0.49995654821395874,3.4747653322048455
1739967561.32361,0.0,0.0
1739967562.332714,0.48273494839668274,3.094808783990887
1739967563.3473873,0.0,0.0
1739967564.3591225,0.46179842948913574,2.7262700764196097
1739967565.366967,0.0,0.0
1739967566.375563,0.4353094696998596,2.3784446704880056
1739967567.376653,0.0,0.0
1739967568.3797815,0.40264570713043213,2.063135200788146
1739967569.3809633,0.0,0.0
1739967570.3841739,0.3759188950061798,1.860959999999977
1739967571.3875017,0.0,0.0
1739967572.389132,0.37577953934669495,1.8599999999999999
1739967573.3904324,0.0,0.0
1739967574.39135,0.37577953934669495,1.8599999999999999
1739967575.3935487,0.0,0.0
1739967576.5040817,0.3767264783382416,1.8665400000000225
1739967577.5382674,0.0,0.0
1739967578.5654976,0.3759188950061798,1.8609600000000317
1739967579.5679023,0.0,0.0
1739967580.580388,0.3759101927280426,1.860899999999965
1739967581.5820796,0.0,0.0
1739967582.5936205,0.3759188950061798,1.8609600000000317
1739967583.6543996,0.0,0.0
1739967584.6614912,0.37577953934669495,1.8599999999999999
1739967585.662586,0.0,0.0
1739967586.6640904,0.3759188950061798,1.860959999999977
1739967587.665408,0.0,0.0
1739967588.6663284,0.37577953934669495,1.8599999999999999
1739967589.6753147,0.0,0.0
1739967590.6852791,0.3759188950061798,1.8609600000000317
1739967591.6872284,0.0,0.0
1739967592.688819,0.37577953934669495,1.8599999999999999
1739967593.6899538,0.0,0.0
1739967594.6908436,0.37577953934669495,1.8599999999999999
1739967595.692145,0.0,0.0
1739967596.7115996,0.3760494589805603,1.8618599999999967
1739967597.792611,0.0,0.0
1739967598.8107479,0.3759188950061798,1.8609600000000317
1739967599.811972,0.0,0.0
1739967600.813349,0.37577953934669495,1.8599999999999999
1739967601.815017,0.0,0.0
1739967602.8433628,0.3760494589805603,1.8618599999999967
1739967603.8636785,0.0,0.0
1739967604.8683727,0.3759101927280426,1.8609000000000195
1739967605.8737092,0.0,0.0
1739967606.8756232,0.37577953934669495,1.8599999999999999
1739967607.8771315,0.0,0.0
1739967608.9113762,0.3760494589805603,1.8618599999999967
1739967609.9131093,0.0,0.0
1739967610.9314935,0.37605810165405273,1.861920000000009
1739967611.9457738,0.0,0.0
1739967612.947687,0.37577953934669495,1.8599999999999999
1739967613.9498925,0.0,0.0
1739967614.9514015,0.37577953934669495,1.8599999999999999
1739967616.0752733,0.0,0.0
1739967617.1272533,0.3761885464191437,1.8628200000000286
1739967618.1543593,0.0,0.0
1739967619.1665666,0.3759188950061798,1.860959999999977
1739967620.175671,0.0,0.0
1739967621.1778057,0.37577953934669495,1.8599999999999999
1739967622.1790771,0.0,0.0
1739967623.1806946,0.37577953934669495,1.8599999999999999
1739967624.1814892,0.0,0.0
1739967625.182838,0.37577953934669495,1.8599999999999999
1739967626.1843917,0.0,0.0
1739967627.1907613,0.37577953934669495,1.8599999999999999
1739967628.1923585,0.0,0.0
1739967629.1938398,0.37577953934669495,1.8599999999999999
1739967750.464801,0.32567885518074036,1.5957900000000016
1739967751.5081165,0.0,0.0
1739967752.5665293,0.41046637296676636,2.1304442386259095
1739967753.5699215,0.0,0.0
1739967754.5783062,0.37577953934669495,1.8599999999999999
1739967755.5949442,0.0,0.0
1739967756.6040304,0.3759188950061798,1.860959999999977
1739967757.6280417,0.0,0.0
1739967758.6318824,0.37577953934669495,1.8599999999999999
1739967759.63906,0.0,0.0
1739967760.6432967,0.37577953934669495,1.8599999999999999
1739967761.686521,0.0,0.0
1739967762.7014,0.3759101927280426,1.860899999999965
1739967763.706577,0.0,0.0
1739967764.7294817,0.37605810165405273,1.861920000000009
1739967765.757996,0.0,0.0
1739967766.81244,0.3761885464191437,1.8628200000000286
1739967767.8271227,0.0,0.0
1739967768.8299584,0.37577953934669495,1.8599999999999999
1739967769.8783164,0.0,0.0
1739967770.9008179,0.3760494589805603,1.8618599999999967
1739967771.9116812,0.0,0.0
1739967772.9168189,0.3759188950061798,1.860959999999977
1739967773.9187944,0.0,0.0
1739967774.9223828,0.37577953934669495,1.8599999999999999
1739967775.956767,0.0,0.0
1739967777.0226667,0.37645772099494934,1.8646800000000257
1739967778.0346467,0.0,0.0
1739967779.1423597,0.376735121011734,1.8665999999999803
1739967780.1829488,0.0,0.0
1739967781.1987486,0.3759101927280426,1.860899999999965
1739967782.2142117,0.0,0.0
1739967783.222378,0.37577953934669495,1.8599999999999999
1739967784.3032067,0.0,0.0
1739967785.4623253,0.37727123498916626,1.8703200000000286
1739967786.5599597,0.0,0.0
1739967787.6590962,0.376587837934494,1.8655799999999907
1739967788.7540212,0.0,0.0
1739967789.7552884,0.37577953934669495,1.8599999999999999
1739967790.789042,0.0,0.0
1739967791.9024844,0.3767264783382416,1.8665400000000225
1739967792.9073567,0.0,0.0
1739967793.9233243,0.3759188950061798,1.860959999999977
1739967794.9275422,0.0,0.0
1739967795.9325585,0.3759188950061798,1.8609600000000317
1739967796.9495606,0.0,0.0
1739967797.9676018,0.3759188950061798,1.8609600000000317
1739967799.0115974,0.0,0.0
1739967800.0383255,0.3760494589805603,1.8618599999999967
1739967801.056439,0.0,0.0
1739967802.104984,0.3761885464191437,1.8628199999999742
1739967803.1284537,0.0,0.0
1739967804.138301,0.3759188950061798,1.860959999999977
1739967805.1434593,0.0,0.0
1739967806.1515188,0.3759101927280426,1.8609000000000195
1739967807.1532793,0.0,0.0
1739967808.1546357,0.37577953934669495,1.8599999999999999
1739967809.187901,0.0,0.0
1739967810.189049,0.37577953934669495,1.8599999999999999
1739967811.2009003,0.0,0.0
1739967883.5859737,0.3705490529537201,1.8615800000000033
1739967884.7856827,0.0,0.0
1739967885.792552,0.42844948172569275,2.3039182741439466
1739967886.8167255,0.0,0.0
1739967887.8272965,0.39362096786499023,1.990473600710412
1739967888.8882675,0.0,0.0
1739967889.932642,0.3761885464191437,1.8628200000000286
1739967890.9474378,0.0,0.0
1739967891.9576461,0.37577953934669495,1.8599999999999999
1739968011.3747103,0.293407142162323,1.4355250000000113
1739968012.3988562,0.0,0.0
1739968013.434217,0.39570361375808716,2.0068022364306772
1739968014.4533696,0.0,0.0
1739968015.4754648,0.3759188950061798,1.8609600000000317
1739968016.4977443,0.0,0.0
1739968017.5313888,0.3760494589805603,1.8618599999999967
1739968018.5442803,0.0,0.0
1739968019.5865846,0.3761885464191437,1.8628200000000286
1739968020.589924,0.0,0.0
1739968021.5922747,0.37577953934669495,1.8599999999999999
1739968022.597295,0.0,0.0
1739968023.6126487,0.3759188950061798,1.860959999999977
1739968024.6316745,0.0,0.0
1739968025.635035,0.3759188950061798,1.860959999999977
1739968026.6458755,0.0,0.0
1739968027.6537313,0.3759101927280426,1.8609000000000195
1739968028.7610857,0.0,0.0
1739968029.7771895,0.3759101927280426,1.8609000000000195
1739968030.7835515,0.0,0.0
1739968031.7881274,0.37577953934669495,1.8599999999999999
1739968032.8006372,0.0,0.0
1739968033.813856,0.3759188950061798,1.8609600000000317
1739968034.8199248,0.0,0.0
1739968035.90166,0.37645772099494934,1.8646800000000257
1739968036.9219532,0.0,0.0
1739968037.9491827,0.3760494589805603,1.8618599999999967
1739968038.994117,0.0,0.0
1739968040.0222006,0.3759188950061798,1.860959999999977
1739968041.0511076,0.0,0.0
1739968042.0635288,0.3759188950061798,1.8609600000000317
1739968043.0985627,0.0,0.0
1739968044.148104,0.3763188421726227,1.8637199999999936
1739968045.1489987,0.0,0.0
1739968046.1501007,0.37577953934669495,1.8599999999999999
1739968047.1636503,0.0,0.0
1739968048.171494,0.37577953934669495,1.8599999999999999
1739968049.2235112,0.0,0.0
1739968050.2413352,0.3759188950061798,1.860959999999977
1739968051.246722,0.0,0.0
1739968052.2480245,0.37577953934669495,1.8599999999999999
1739968053.2715986,0.0,0.0
1739968054.2842753,0.3760494589805603,1.8618599999999967
1739968055.3006897,0.0,0.0
1739968056.302273,0.37577953934669495,1.8599999999999999
1739968057.3032653,0.0,0.0
1739968058.3057265,0.3759188950061798,1.8609600000000317
1739968059.3106184,0.0,0.0
1739968060.312603,0.37577953934669495,1.8599999999999999
1739968061.3134365,0.0,0.0
1739968062.3202608,0.3759101927280426,1.860899999999965
1739968063.3615897,0.0,0.0
1739968064.4023867,0.37617990374565125,1.8627600000000164
1739968065.4138699,0.0,0.0
1739968066.4281573,0.37577953934669495,1.8599999999999999
1739968067.4317594,0.0,0.0
1739968068.4348745,0.37577953934669495,1.8599999999999999
1739968069.436453,0.0,0.0
1739968070.4450834,0.3759101927280426,1.860899999999965
1739968071.4523873,0.0,0.0
1739968072.4727254,0.3759188950061798,1.8609600000000317
1739968073.50066,0.0,0.0
1739968074.5018597,0.37577953934669495,1.8599999999999999
1739968075.503845,0.0,0.0
1739968076.505549,0.37577953934669495,1.8599999999999999
1739968077.5067432,0.0,0.0
1739968078.5223417,0.3759188950061798,1.860959999999977
1739968079.552683,0.0,0.0
1739968080.5784025,0.3760494589805603,1.8618599999999967
1739968081.5797336,0.0,0.0
1739968082.5812466,0.37577953934669495,1.8599999999999999
1739968083.5826542,0.0,0.0
1739968084.584517,0.37577953934669495,1.8599999999999999
1739968085.5915363,0.0,0.0
1739968086.6217835,0.3760494589805603,1.8618599999999967
1739968087.654042,0.0,0.0
1739968088.683999,0.37605810165405273,1.861920000000009
1739968089.6909518,0.0,0.0
1739968090.6924338,0.37577953934669495,1.8599999999999999
1739968091.6940238,0.0,0.0
1739968092.6953595,0.3759101927280426,1.860899999999965
1739968093.7093964,0.0,0.0
1739968094.7398474,0.37605810165405273,1.861920000000009
1739968095.7414825,0.0,0.0
1739968096.7432437,0.37577953934669495,1.8599999999999999
1739968097.745114,0.0,0.0
1739968098.7461846,0.37577953934669495,1.8599999999999999
1739968099.7515922,0.0,0.0
1739968100.7675672,0.3759188950061798,1.860959999999977
1739968101.784627,0.0,0.0
1739968102.8245206,0.3761885464191437,1.8628199999999742
1739968103.8832135,0.0,0.0
1739968104.8914793,0.37577953934669495,1.8599999999999999
1739968105.9213755,0.0,0.0
1739968106.9236522,0.37577953934669495,1.8599999999999999
1739968107.927436,0.0,0.0
1739968109.1114573,0.3774092495441437,1.8712800000000058
1739968110.1607094,0.0,0.0
1739968111.1803362,0.37605810165405273,1.861920000000009
1739968112.2223685,0.0,0.0
1739968113.2335663,0.3759188950061798,1.860959999999977
1739968114.3015656,0.0,0.0
1739968115.3056822,0.3759188950061798,1.8609600000000317
1739968116.3097806,0.0,0.0
1739968117.312616,0.37577953934669495,1.8599999999999999
1739968118.313655,0.0,0.0
1739968119.3225822,0.3759101927280426,1.860899999999965
1739968120.3495047,0.0,0.0
