voltage,time,height
0.1,1.0227737426757812,0.03619999999999998
0.1,2.0304927825927734,0.0398
0.1,3.0318286418914795,0.03619999999999998
0.1,4.033153057098389,0.039599999999999996
0.1,5.0405473709106445,0.03619999999999998
0.1,6.050634860992432,0.043999999999999984
0.1,7.052267789840698,0.03619999999999998
0.1,8.056030988693237,0.043899999999999995
0.1,9.058409452438354,0.043999999999999984
0.1,10.06645941734314,0.037099999999999994
0.1,11.078560590744019,0.03619999999999998
0.1,12.08058786392212,0.04469999999999999
0.1,13.082695007324219,0.04469999999999999
0.1,14.097312211990356,0.03619999999999998
0.1,16.101423025131226,0.039599999999999996
0.1,17.111382722854614,0.039599999999999996
0.1,18.112082481384277,0.039599999999999996
0.1,19.1134774684906,0.0398
0.1,20.128679037094116,0.0398
0.1,21.144039154052734,0.039599999999999996
0.1,22.149116039276123,0.039599999999999996
0.1,23.171619176864624,0.039599999999999996
0.1,24.19251823425293,0.039599999999999996
0.1,25.213345527648926,0.039599999999999996
0.1,26.233874559402466,0.0398
0.1,27.251476764678955,0.043999999999999984
0.1,28.268325567245483,0.043999999999999984
0.1,29.288169145584106,0.043999999999999984
0.1,30.308206796646118,0.039599999999999996
0.1,31.32406973838806,0.0398
0.1,32.34074306488037,0.039599999999999996
0.1,33.34807467460632,0.03539999999999999
0.1,34.36837387084961,0.03539999999999999
0.1,36.38386034965515,0.0388
0.1,37.38969969749451,0.0388
0.1,38.41213917732239,0.0388
0.1,39.43298578262329,0.0388
0.1,40.45129156112671,0.0388
0.1,41.466121673583984,0.0388
0.1,42.48550200462341,0.0388
0.1,43.49976348876953,0.0388
0.1,44.515551805496216,0.0388
0.1,45.53176951408386,0.0388
0.1,46.55329990386963,0.0388
0.1,47.57145023345947,0.0388
0.1,48.58886933326721,0.04049999999999998
0.1,49.6052680015564,0.04049999999999998
0.1,50.62263751029968,0.04049999999999998
0.1,51.634867906570435,0.04049999999999998
3.54,52.65256071090698,0.04049999999999998
3.5,53.66913676261902,0.04049999999999998
3.5,54.682013511657715,0.0388
3.5,56.70260691642761,0.0388
3.5,57.718504905700684,0.03539999999999999
3.5,58.736407995224,0.03539999999999999
3.5,59.75225234031677,0.039599999999999996
3.5,60.75670623779297,0.039599999999999996
3.5,61.775678873062134,0.0398
3.5,62.79111647605896,0.039599999999999996
3.5,63.80767107009888,0.039599999999999996
3.5,64.8238799571991,0.0398
3.5,65.84260892868042,0.043999999999999984
3.5,66.86094331741333,0.043999999999999984
3.5,67.86323714256287,0.044899999999999995
3.5,68.86539387702942,0.04569999999999999
3.5,69.8876941204071,0.03789999999999999
3.5,70.9060070514679,0.04299999999999998
3.5,71.9255313873291,0.0398
3.5,72.9473249912262,0.039599999999999996
3.5,73.95758509635925,0.044899999999999995
3.5,74.9750587940216,0.044899999999999995
3.5,76.99017572402954,0.03619999999999998
3.5,78.00435256958008,0.0398
3.5,79.01838850975037,0.0398
3.5,80.02493143081665,0.0398
3.5,81.06619572639465,0.039599999999999996
3.5,82.07955884933472,0.039599999999999996
3.5,83.08826088905334,0.0398
3.5,84.09166407585144,0.039599999999999996
3.5,85.09432601928711,0.039599999999999996
3.5,86.09757781028748,0.0398
3.5,87.09965586662292,0.039599999999999996
3.5,88.10115003585815,0.0398
3.5,89.10252332687378,0.04829999999999998
3.5,90.1202757358551,0.04829999999999998
3.5,91.13361239433289,0.043999999999999984
3.5,92.1473035812378,0.043999999999999984
3.5,93.14908480644226,0.043999999999999984
3.5,94.15203833580017,0.043999999999999984
3.5,95.15364694595337,0.0398
3.5,97.16426229476929,0.039599999999999996
3.5,98.17036652565002,0.0398
3.5,99.18302488327026,0.039599999999999996
3.5,100.19468331336975,0.039599999999999996
3.5,101.2053530216217,0.039599999999999996
3.5,102.21893405914307,0.039599999999999996
3.5,103.23390626907349,0.039599999999999996
3.5,104.24901127815247,0.0398
3.5,105.26302647590637,0.039599999999999996
3.5,106.28478336334229,0.039599999999999996
3.5,107.30067300796509,0.0398
3.5,108.31758499145508,0.0398
3.5,109.32170414924622,0.039599999999999996
3.5,110.33881998062134,0.0388
3.5,111.35826921463013,0.039599999999999996
3.5,112.37729525566101,0.0388
3.5,113.39287662506104,0.0388
3.5,114.41352915763855,0.0388
3.5,116.43008613586426,0.0388
3.5,117.4535436630249,0.039599999999999996
3.5,118.47897243499756,0.039599999999999996
3.5,119.499915599823,0.039599999999999996
3.5,120.51634407043457,0.0398
3.5,121.53600001335144,0.039599999999999996
3.5,122.54893660545349,0.0388
3.5,123.56640625,0.0388
3.5,124.583411693573,0.0398
3.5,125.60473895072937,0.039599999999999996
3.5,126.62774062156677,0.0398
3.5,127.64952421188354,0.0388
3.5,128.6685380935669,0.03889999999999999
3.5,129.68577909469604,0.0388
3.5,130.69910788536072,0.0388
3.5,131.70849537849426,0.0388
3.5,132.73235249519348,0.0388
3.5,133.7458336353302,0.03889999999999999
3.5,134.76653480529785,0.03889999999999999
3.5,136.78688287734985,0.0388
3.5,137.78919529914856,0.0388
3.5,138.80963730812073,0.0388
3.5,139.83094596862793,0.0388
3.5,140.84774374961853,0.0388
3.5,141.8674967288971,0.03889999999999999
3.5,142.8737759590149,0.0398
3.5,143.8908245563507,0.0388
3.5,144.91294622421265,0.039599999999999996
3.5,145.92049360275269,0.0388
3.5,146.92279148101807,0.039599999999999996
3.5,147.93984580039978,0.0388
3.5,148.9454309940338,0.0388
3.5,149.9543604850769,0.0388
3.5,150.96786904335022,0.0388
3.5,151.9882824420929,0.0388
3.5,153.01053619384766,0.0388
3.5,154.0248203277588,0.0388
3.5,155.0428912639618,0.0388
3.5,157.0517454147339,0.0388
3.5,158.06488680839539,0.0388
3.5,159.08096981048584,0.0388
3.5,160.10013675689697,0.0388
3.5,161.11901569366455,0.0388
3.5,162.12593793869019,0.0388
3.5,163.13480734825134,0.03889999999999999
3.5,164.1388657093048,0.0388
3.5,165.14130997657776,0.0388
3.5,166.15391516685486,0.0388
3.5,167.1577696800232,0.03889999999999999
3.5,168.16044306755066,0.0388
3.5,169.16151595115662,0.0388
3.5,170.16379523277283,0.0388
3.5,171.16443014144897,0.0388
3.5,172.16505885124207,0.0388
3.5,173.16606092453003,0.0388
3.5,174.16903352737427,0.0388
3.5,175.1706657409668,0.0388
3.5,177.18231654167175,0.0388
3.5,178.19118881225586,0.0388
3.5,179.19355177879333,0.0388
3.5,180.19623517990112,0.0388
3.5,181.19840955734253,0.0388
3.5,182.2079906463623,0.03889999999999999
3.5,183.21002173423767,0.0388
3.5,184.2145972251892,0.0388
3.5,185.21701860427856,0.0388
3.5,186.21805787086487,0.0388
3.5,187.21950387954712,0.0388
3.5,188.22083973884583,0.0388
3.5,189.22227382659912,0.0388
3.5,190.22380256652832,0.0388
3.5,191.2266230583191,0.0388
3.5,192.2284345626831,0.0388
3.5,193.23049902915955,0.0388
3.5,194.231018781662,0.0388
7.5,195.24320077896118,0.0388
7.5,197.2529900074005,0.0388
7.5,198.26205110549927,0.0398
7.5,199.2663779258728,0.0398
7.5,200.27544713020325,0.039599999999999996
7.5,201.28988075256348,0.043999999999999984
7.5,202.3123972415924,0.043999999999999984
7.5,203.32631993293762,0.043999999999999984
7.5,204.34721446037292,0.043999999999999984
7.5,205.37321734428406,0.043999999999999984
7.5,206.3936333656311,0.043999999999999984
7.5,207.4097340106964,0.043999999999999984
7.5,208.42868995666504,0.044899999999999995
7.5,209.44238185882568,0.04569999999999999
7.5,210.45681476593018,0.04569999999999999
7.5,211.4776108264923,0.046599999999999975
7.5,212.49570202827454,0.0474
